sa_finance1_cocode	sa_company_name	sa_finance1_year	sa_ann_rep_months	sa_fs_format	sa_pct_shares_hld_govt	sa_bd_tot_risk_wt_ast_and_contingencies	sa_bsl_cap_adeq_ratio	sa_bsl_t1_cap_adeq_ratio	sa_bsl_tot_elg_cap	sa_bsl_tier1_elg_cap	sa_bd_bsl3_cet1_cap_ratio	sa_bd_bsl3_cap_adeq_ratio	sa_bd_bsl3_t1_cap_adeq_ratio	sa_bd_bsl3_t2_cap_adeq_ratio	sa_bd_bsl3_cap_adeq_amt	sa_bd_cap_adeq_ratio_series	sa_bd_int_inc_pct_working_funds	sa_bd_non_int_inc_pct_working_funds	sa_bd_op_profit_pct_working_funds	sa_gnpa_advance	sa_bd_nnpa_pct_net_adv	sa_bd_return_on_ast	sa_bd_profit_per_employee	sa_bd_gross_npa_opening_bal	sa_bd_gross_npa_closing_bal	sa_bd_net_npa_opening_bal	sa_bd_net_npa_closing_bal	sa_bd_prov_for_npa	sa_total_gross_restruc_acs	sa_bd_non_corp_debt_restruct	sa_bd_corp_debt_restruct	sa_bd_total_no_borrower_restuct_acs	sa_bd_total_no_borrower_non_corp_debt_restruct	sa_bd_total_no_borrower_corp_debt_restruct	sa_bd_gross_npa_bank	sa_bd_gross_npa_rbi	sa_bd_divergence_gross_npa	sa_bd_net_npa_bank	sa_bd_net_npa_rbi	sa_bd_divergence_net_npa	sa_bd_credit_deposit_ratio	sa_net_int_margin	sa_bd_int_spread	sa_bd_avg_ret_on_adv	sa_bd_avg_cost_of_deposits
100224	INDUSIND BANK LTD.	20090331	12	IGAAP	NA	189718.4	12.55	7.65	23399.2	14262.3	NA	NA	NA	NA	NA	12.55	9.09	1.8	1.45	NA	1.14	0.58	0.3	3923.1	2550.2	2910.2	1791.3	758.9	428.2	136.4	291.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81	NA	13.23	8.22
100224	INDUSIND BANK LTD.	20100331	12	IGAAP	NA	253762.4	15.33	9.65	33994.5	21399.9	NA	NA	NA	NA	NA	15.33	8.8	1.8	2.29	NA	0.5	1.14	0.7	2550.2	2554.7	1791.3	1018.3	1536.4	592.4	255	337.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88	NA	12.61	6.82
100224	INDUSIND BANK LTD.	20110331	12	IGAAP	NA	339188.7	15.89	12.29	48822.7	37740.6	NA	NA	NA	NA	NA	15.89	9.05	1.8	2.73	NA	0.28	2.92	0.8	2554.7	2658.6	1018.3	728.2	1930.4	1093.7	226.5	867.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.47	NA	12.36	6.32
100224	INDUSIND BANK LTD.	20120331	12	IGAAP	NA	NA	13.85	11.37	54277.1	44576.6	NA	NA	NA	NA	NA	13.85	10.49	1.98	2.69	NA	0.27	1.57	0.9	2658.6	3470.8	728.2	946.7	2524.1	1209.6	260.7	948.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.33	NA	13.77	8.06
100224	INDUSIND BANK LTD.	20130331	12	IGAAP	NA	NA	15.36	13.78	81854.7	73445.4	NA	NA	NA	NA	NA	15.36	10.72	2.09	2.82	NA	0.31	1.63	0.9	3470.8	4577.8	946.7	1367.6	3210.2	1597.7	92.1	1505.6	15	4	11	NA	NA	NA	NA	NA	NA	NA	3.43	NA	13.77	8.49
100224	INDUSIND BANK LTD.	20140331	12	IGAAP	NA	NA	13.96	12.71	93875.3	85506.6	12.71	13.83	12.71	1.12	NA	13.83	10.59	2.43	3.33	1.12	0.33	1.81	0.903	4577.8	6207.9	1367.6	1840.5	4367.4	2309.4	NA	2309.4	13	NA	13	NA	NA	NA	NA	NA	NA	NA	3.71	NA	13.56	8.17
100224	INDUSIND BANK LTD.	20150331	12	IGAAP	NA	NA	NA	NA	NA	NA	11.22	12.09	11.22	0.87	NA	12.09	10.27	2.7	3.28	0.81	0.31	1.9	0.938	6207.9	5629.2	1840.5	2104.8	3524.4	4379.9	325.7	4054.2	16	3	13	NA	NA	NA	NA	NA	NA	NA	3.65	NA	13.12	7.92
100224	INDUSIND BANK LTD.	20160331	12	IGAAP	NA	NA	NA	NA	NA	NA	14.92	15.5	14.92	0.58	NA	15.5	9.92	2.75	3.46	0.87	0.36	1.91	0.992	5629.2	7768.2	2104.8	3217.5	4550.7	5353.2	2003.3	3349.9	12	4	8	NA	NA	NA	NA	NA	NA	NA	3.71	NA	12.24	7.25
100224	INDUSIND BANK LTD.	20170331	12	IGAAP	NA	NA	NA	NA	NA	NA	14.02	15.31	14.72	0.59	NA	15.31	9.35	2.71	3.54	NA	0.39	1.86	1.133	7768.2	10548.7	3217.5	4389.1	6159.6	4820.1	2194.6	2625.5	10	5	5	7768.2	13370.3	5602.1	3217.5	6375.5	3158	NA	3.99	NA	11.71	6.41
100224	INDUSIND BANK LTD.	20180331	12	IGAAP	NA	NA	NA	NA	NA	NA	13.42	15.03	14.58	0.45	NA	15.03	9.1	2.5	3.5	1.17	0.51	1.9	1.426	10548.7	17049.1	4389.1	7456.7	9592.4	3017.2	2192.1	825.1	7	4	3	10548.7	24050.7	13502	4389.1	14400.3	10011.2	NA	3.99	NA	11.21	5.98
100224	INDUSIND BANK LTD.	20190331	12	IGAAP	NA	NA	NA	NA	NA	NA	12.07	14.16	13.7	0.46	NA	14.16	9.38	2.38	3.41	2.1	1.21	1.39	1.19	17049.1	39474.1	7456.7	22482.8	16991.3	2750.5	2421.7	328.8	3797	3795	2	NA	NA	NA	NA	NA	NA	NA	3.8	NA	11.26	6.58
100283	I D B I BANK LTD.	20090331	12	IGAAP	52.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.23	8.22	0.98	0.97	NA	0.92	0.62	0.8	13766.1	14356.9	9252.4	9489.6	4867.4	26266.7	25705.9	560.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100283	I D B I BANK LTD.	20100331	12	IGAAP	52.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.83	7.75	1.16	1.38	NA	1.02	0.53	0.8	14356.9	21293.8	9489.6	14063.2	7230.6	93002.4	57905.5	35096.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100283	I D B I BANK LTD.	20110331	12	IGAAP	65.13	NA	13.64	8.03	NA	NA	NA	NA	NA	NA	NA	13.64	8.25	0.95	1.85	NA	1.06	0.73	1.2	21293.8	27847.3	14063.2	16779.1	11068.2	8480.6	72470	34483.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100283	I D B I BANK LTD.	20120331	12	IGAAP	70.52	NA	14.58	8.38	NA	NA	NA	NA	NA	NA	NA	14.58	9.49	0.86	1.64	NA	1.61	0.83	1.3	27847.3	45513.7	16779.1	29109.3	17523.6	100373.3	64256.8	36116.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100283	I D B I BANK LTD.	20130331	12	IGAAP	71.72	NA	13.13	7.68	NA	NA	NA	NA	NA	NA	NA	13.13	9.64	1.24	2.1	NA	1.58	0.72	1.2	45513.7	64499.8	29109.3	31003.6	32533.7	135643.8	74104.5	61539.2	502	435	67	NA	NA	NA	NA	NA	NA	NA	2.12	NA	NA	NA
100283	I D B I BANK LTD.	20140331	12	IGAAP	76.5	NA	13.13	8.01	NA	NA	7.78	11.68	7.79	3.89	NA	11.68	9.64	1.08	2.06	NA	2.48	0.41	0.7	64499.8	99601.6	31003.6	49023	49735.1	154523.1	4220	780	500	422	78	NA	NA	NA	NA	NA	NA	NA	2.17	NA	NA	NA
100283	I D B I BANK LTD.	20150331	12	IGAAP	76.5	NA	13.2	8.46	NA	NA	7.29	11.76	8.18	3.58	NA	11.76	9.45	1.35	1.92	5.88	2.88	0.29	0.5	99601.6	126849.7	49023	59925.2	66339.7	209358.9	103769.1	105589.9	445	350	95	NA	NA	NA	NA	NA	NA	NA	1.9	NA	NA	NA
100283	I D B I BANK LTD.	20160331	12	IGAAP	73.98	NA	NA	NA	NA	NA	7.98	11.67	8.89	2.78	NA	11.67	8.33	1.01	1.6	10.07	6.78	-1.09	-2.1	126849.7	248750.7	59925.2	146433.9	101413.6	245050.2	161409.9	83640.3	366	290	76	NA	NA	NA	NA	NA	NA	NA	1.88	NA	NA	NA
100283	I D B I BANK LTD.	20170331	12	IGAAP	73.98	NA	NA	NA	NA	NA	5.64	10.7	7.81	2.89	NA	10.7	7.39	1.01	1.22	20.62	13.21	1.37	-2.8	248750.7	447525.9	146433.9	252058	195467.9	235898.8	170063.8	65835	316	255	61	248750.7	316916.7	68166	146433.9	193989.9	47556	NA	NA	NA	NA	NA
100283	I D B I BANK LTD.	20180331	12	IGAAP	80.96	NA	NA	NA	NA	NA	7.42	10.41	7.73	2.68	NA	10.41	6.87	2.09	2.36	27.95	16.69	-2.46	-4.7	447525.9	555882.5	252058	286651.4	269231.2	204779.1	167817.5	36961.6	551	512	39	447525.9	550344.9	102819	252058	310236	58178	NA	NA	NA	NA	NA
100283	I D B I BANK LTD.	20190331	12	IGAAP	46.46	NA	NA	NA	NA	NA	8.91	11.58	9.13	2.45	NA	11.58	6.84	1.02	1.26	27.47	10.11	-4.68	-8.8	555882.5	500279.4	286651.4	148374.4	351904.9	124608.8	110596.2	14012.5	3596	3570	26	555882.5	598404.6	42522.1	286651.4	288869.4	2218	NA	NA	NA	NA	NA
107160	JAMMU & KASHMIR BANK LTD.	20090331	12	IGAAP	53.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.46	8.77	0.72	2.27	NA	NA	1.09	0.5	4852.3	5592.7	2035.5	2875.1	2704.7	0	6071.6	319.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.15	NA	11.53	6.22
107160	JAMMU & KASHMIR BANK LTD.	20100331	12	IGAAP	53.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.81	8.11	1.1	2.54	NA	NA	1.2	0.7	5592.7	4623.1	2875.1	643.3	3943.2	6159	4493.5	1665.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.04	NA	10.65	5.24
107160	JAMMU & KASHMIR BANK LTD.	20110331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3	8.31	0.82	2.57	NA	NA	1.22	0.8	4623.1	5188.3	643.3	532.4	4606.8	6484.6	6484.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.68	5.05
107160	JAMMU & KASHMIR BANK LTD.	20120331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.53	9.38	0.65	2.66	NA	NA	1.56	0.9	5188.3	5166	532.4	493.4	4501.1	5704	13641.9	10.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.12	5.92
107160	JAMMU & KASHMIR BANK LTD.	20130331	12	IGAAP	NA	NA	12.83	10.86	NA	NA	NA	NA	NA	NA	NA	12.83	9.89	0.78	2.92	NA	0.14	1.7	1.1	5166	6437.7	493.4	552.7	5626.3	14904.9	10777.2	4127.7	967	918	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.59	6.87
107160	JAMMU & KASHMIR BANK LTD.	20140331	12	IGAAP	NA	NA	NA	NA	NA	NA	11.22	12.69	11.22	1.47	NA	12.69	9.96	0.57	2.8	1.66	0.22	1.74	1.3	6437.7	7834.2	552.7	1019.9	6537	15759.7	10537	5222.7	483	468	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.23	6.7
107160	JAMMU & KASHMIR BANK LTD.	20150331	12	IGAAP	NA	NA	NA	NA	NA	NA	11.26	12.57	11.26	1.31	NA	12.57	9.73	0.82	2.53	5.97	2.77	0.7	0.5	7834.2	27640.8	1019.9	12363.2	14668.8	24673.3	16189.5	8483.8	5552	5538	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.52	6.72
107160	JAMMU & KASHMIR BANK LTD.	20160331	12	IGAAP	NA	NA	NA	NA	NA	NA	10.6	11.81	10.6	1.21	NA	11.81	9.42	0.69	2.29	8.32	4.31	0.57	0.4	27640.8	43686.1	12363.2	21639.5	21118	32353.5	25751.3	6598.5	5327	5319	8	NA	NA	NA	NA	NA	NA	47.2	NA	NA	10.9	6.34
107160	JAMMU & KASHMIR BANK LTD.	20170331	12	IGAAP	NA	NA	NA	NA	NA	NA	8.7	10.8	8.7	2.1	NA	10.8	8.35	0.62	1.62	11.2	4.87	-2.04	-1.6	43686.1	60000.1	21639.5	24253.7	34252.9	63819.7	57401.2	6418.5	31944	31936	8	43686.2	62523.2	18837	21639.5	35302.5	13663	43.41	NA	NA	10.02	5.87
